t,x,y,z,states,label
2.0,908.5523681640625,548.57666015625,0.0,0.0,0.0
2.0,927.8578491210938,1185.6712646484375,0.0,0.0,0.0
2.0,921.3721923828125,1071.8138427734375,0.0,0.0,0.0
2.0,927.9767456054688,1306.707763671875,0.0,0.0,0.0
2.0,950.490478515625,1034.074951171875,0.0,0.0,0.0
2.0,971.0674438476562,1259.4290771484375,0.0,0.0,0.0
2.0,974.6780395507812,1170.421630859375,0.0,0.0,0.0
2.0,999.62646484375,1228.8023681640625,0.0,0.0,0.0
2.0,1006.0415649414062,1109.5029296875,0.0,0.0,0.0
2.0,1036.14208984375,1144.9765625,0.0,0.0,0.0
2.0,1042.290283203125,1212.1732177734375,0.0,0.0,0.0
2.0,1050.2677001953125,1054.492919921875,0.0,0.0,0.0
2.0,1052.12109375,1103.923095703125,0.0,0.0,0.0
2.0,1076.2484130859375,498.05645751953125,0.0,0.0,0.0
2.0,1093.832763671875,1120.387939453125,0.0,0.0,0.0
2.0,1106.81103515625,1548.4659423828125,0.0,0.0,0.0
2.0,1133.3980712890625,967.9479370117188,0.0,0.0,1.0
2.0,1138.52197265625,1124.937744140625,0.0,0.0,0.0
2.0,1160.9306640625,1474.7252197265625,0.0,0.0,0.0
3.0,4.713815689086914,656.7302856445312,0.0,0.0,2.0
3.0,6.272130966186523,719.88525390625,0.0,0.0,3.0
3.0,21.41315269470215,692.9038696289062,0.0,0.0,0.0
3.0,32.576786041259766,244.3165283203125,0.0,0.0,0.0
3.0,51.55792236328125,299.7936096191406,0.0,0.0,0.0
3.0,58.7252082824707,696.2313842773438,0.0,0.0,0.0
3.0,67.85986328125,220.54286193847656,0.0,0.0,0.0
3.0,156.95359802246094,784.084228515625,0.0,0.0,0.0
3.0,187.06436157226562,1341.904296875,0.0,0.0,0.0
3.0,219.18899536132812,1307.9302978515625,0.0,0.0,0.0
3.0,249.01979064941406,1272.5494384765625,0.0,0.0,0.0
3.0,248.07127380371094,1324.146728515625,0.0,0.0,0.0
3.0,266.1338195800781,947.731201171875,0.0,0.0,0.0
3.0,274.19024658203125,202.98934936523438,0.0,0.0,0.0
3.0,297.7967529296875,1004.7216796875,0.0,0.0,0.0
3.0,382.3465270996094,1576.9088134765625,0.0,0.0,0.0
3.0,394.1755676269531,484.20001220703125,0.0,0.0,0.0
3.0,429.3586120605469,468.7520446777344,0.0,0.0,0.0
3.0,454.9906311035156,911.7523193359375,0.0,0.0,0.0
3.0,463.20184326171875,54.70412826538086,0.0,0.0,0.0
3.0,471.1355895996094,1128.25927734375,0.0,0.0,0.0
3.0,481.59954833984375,900.4225463867188,0.0,0.0,0.0
3.0,543.5194091796875,1064.40380859375,0.0,0.0,0.0
3.0,584.2869262695312,935.8544311523438,0.0,0.0,0.0
3.0,580.8006591796875,1302.5169677734375,0.0,0.0,0.0
3.0,596.1392211914062,1341.857177734375,0.0,0.0,0.0
3.0,600.086669921875,481.35125732421875,0.0,0.0,0.0
3.0,618.075927734375,893.508056640625,0.0,0.0,0.0
3.0,622.9285888671875,961.10205078125,0.0,0.0,0.0
3.0,637.9880981445312,363.110107421875,0.0,0.0,0.0
3.0,669.39208984375,411.3289489746094,0.0,0.0,0.0
3.0,692.3260498046875,302.70123291015625,0.0,0.0,0.0
3.0,698.2152099609375,547.0987548828125,0.0,0.0,0.0
3.0,707.6245727539062,440.4681701660156,0.0,0.0,0.0
3.0,716.397216796875,354.3368225097656,0.0,0.0,0.0
3.0,730.7183227539062,583.3460693359375,0.0,0.0,0.0
3.0,735.6522827148438,535.49462890625,0.0,0.0,0.0
3.0,741.6195068359375,649.9732055664062,0.0,0.0,0.0
3.0,739.5912475585938,454.2432861328125,0.0,0.0,0.0
3.0,794.421630859375,549.2135620117188,0.0,0.0,0.0
3.0,806.1650390625,488.9417419433594,0.0,0.0,3.0
3.0,831.6972045898438,534.3695678710938,0.0,0.0,0.0
3.0,851.727294921875,1387.3074951171875,0.0,0.0,0.0
3.0,844.780517578125,609.7642211914062,0.0,0.0,0.0
3.0,855.4689331054688,1069.447265625,0.0,0.0,0.0
3.0,859.2831420898438,1033.7059326171875,0.0,0.0,0.0
3.0,881.8108520507812,578.6690063476562,0.0,0.0,0.0
3.0,891.1361694335938,504.62255859375,0.0,0.0,0.0
3.0,899.2774658203125,1264.18896484375,0.0,0.0,0.0
3.0,906.5503540039062,549.38623046875,0.0,0.0,0.0
3.0,928.0889282226562,1188.007080078125,0.0,0.0,0.0
3.0,925.6629028320312,1312.124267578125,0.0,0.0,0.0
3.0,920.1957397460938,1070.9276123046875,0.0,0.0,0.0
3.0,950.1324462890625,1032.7742919921875,0.0,0.0,0.0
3.0,970.0531616210938,1261.337890625,0.0,0.0,0.0
3.0,975.4200439453125,1164.9986572265625,0.0,0.0,0.0
3.0,1002.7820434570312,1112.5169677734375,0.0,0.0,0.0
3.0,1001.0103149414062,1226.47412109375,0.0,0.0,0.0
3.0,1040.58203125,1143.0626220703125,0.0,0.0,0.0
3.0,1043.4346923828125,1212.521240234375,0.0,0.0,0.0
3.0,1051.9744873046875,1053.4945068359375,0.0,0.0,0.0
3.0,1047.288818359375,1097.538818359375,0.0,0.0,0.0
3.0,1075.0657958984375,496.4658203125,0.0,0.0,0.0
3.0,1095.325439453125,1118.7899169921875,0.0,0.0,0.0
3.0,1121.854248046875,1541.8807373046875,0.0,0.0,0.0
3.0,1133.917236328125,964.972412109375,0.0,0.0,1.0
3.0,1142.7042236328125,1127.6392822265625,0.0,0.0,0.0
3.0,1161.835205078125,1473.587890625,0.0,0.0,0.0
4.0,6.299145221710205,653.4644165039062,0.0,0.0,3.0
4.0,5.43122673034668,720.27880859375,0.0,0.0,3.0
4.0,22.16554069519043,694.2550659179688,0.0,0.0,0.0
4.0,30.480701446533203,246.49122619628906,0.0,0.0,0.0
4.0,54.234806060791016,299.2140808105469,0.0,0.0,0.0
4.0,59.93763732910156,699.4365234375,0.0,0.0,0.0
4.0,67.83259582519531,224.32745361328125,0.0,0.0,0.0
4.0,157.08485412597656,784.5939331054688,0.0,0.0,0.0
4.0,191.0174560546875,1343.822265625,0.0,0.0,0.0
4.0,220.66546630859375,1310.2877197265625,0.0,0.0,0.0
4.0,243.92698669433594,1273.0968017578125,0.0,0.0,0.0
4.0,253.2215576171875,1321.195556640625,0.0,0.0,0.0
4.0,269.0041809082031,950.5467529296875,0.0,0.0,0.0
4.0,275.0953674316406,201.12965393066406,0.0,0.0,0.0
4.0,292.2808532714844,1007.4151000976562,0.0,0.0,0.0
4.0,381.57977294921875,1577.5380859375,0.0,0.0,0.0
4.0,399.4071960449219,488.2440185546875,0.0,0.0,0.0
4.0,431.30511474609375,466.1648254394531,0.0,0.0,0.0
4.0,455.9578857421875,911.8571166992188,0.0,0.0,0.0
4.0,473.1689147949219,66.73197937011719,0.0,0.0,0.0
4.0,476.39202880859375,1123.4000244140625,0.0,0.0,0.0
4.0,482.6805725097656,898.939453125,0.0,0.0,0.0
4.0,549.1537475585938,1063.204345703125,0.0,0.0,0.0
4.0,583.4450073242188,934.750244140625,0.0,0.0,0.0
4.0,584.9348754882812,1296.3873291015625,0.0,0.0,0.0
4.0,594.53662109375,1343.46142578125,0.0,0.0,0.0
4.0,604.1242065429688,481.5567626953125,0.0,0.0,0.0
4.0,620.4073486328125,892.3294067382812,0.0,0.0,0.0
4.0,623.8814086914062,958.33935546875,0.0,0.0,0.0
4.0,640.1451416015625,373.42816162109375,0.0,0.0,0.0
4.0,673.6929931640625,413.8208312988281,0.0,0.0,0.0
4.0,689.2811279296875,299.82330322265625,0.0,0.0,0.0
4.0,698.4475708007812,547.1211547851562,0.0,0.0,0.0
4.0,712.7962646484375,433.5038757324219,0.0,0.0,0.0
4.0,716.6357421875,349.7972412109375,0.0,0.0,0.0
4.0,732.0280151367188,585.3380126953125,0.0,0.0,0.0
4.0,735.39453125,532.9426879882812,0.0,0.0,0.0
4.0,739.59912109375,453.1907653808594,0.0,0.0,0.0
4.0,743.0906982421875,649.8660278320312,0.0,0.0,0.0
4.0,794.4091186523438,550.6405029296875,0.0,0.0,0.0
4.0,806.0173950195312,495.04217529296875,0.0,0.0,3.0
4.0,830.5226440429688,538.040771484375,0.0,0.0,0.0
4.0,838.19091796875,615.4363403320312,0.0,0.0,0.0
4.0,851.7830810546875,1388.6531982421875,0.0,0.0,0.0
4.0,852.408447265625,1071.6240234375,0.0,0.0,0.0
4.0,856.6511840820312,1035.52880859375,0.0,0.0,0.0
4.0,879.1470336914062,577.3995361328125,0.0,0.0,0.0
4.0,893.6080932617188,504.4671936035156,0.0,0.0,0.0
4.0,901.1690673828125,1265.34619140625,0.0,0.0,0.0
4.0,905.7540283203125,549.9515991210938,0.0,0.0,0.0
4.0,924.005859375,1317.6630859375,0.0,0.0,0.0
4.0,927.5437622070312,1188.6494140625,0.0,0.0,0.0
4.0,919.5985717773438,1070.4581298828125,0.0,0.0,0.0
4.0,949.65234375,1029.746337890625,0.0,0.0,0.0
4.0,969.4072875976562,1259.47021484375,0.0,0.0,0.0
4.0,973.9619140625,1161.621826171875,0.0,0.0,0.0
4.0,1000.9349365234375,1115.3648681640625,0.0,0.0,0.0
4.0,1005.2952270507812,1217.55712890625,0.0,0.0,0.0
4.0,1044.54443359375,1143.0648193359375,0.0,0.0,0.0
4.0,1044.5419921875,1212.6826171875,0.0,0.0,0.0
4.0,1044.3226318359375,1091.4468994140625,0.0,0.0,0.0
4.0,1053.963623046875,1052.450927734375,0.0,0.0,0.0
4.0,1078.0931396484375,496.8370056152344,0.0,0.0,0.0
4.0,1098.6898193359375,1117.01953125,0.0,0.0,0.0
4.0,1133.853759765625,964.3169555664062,0.0,0.0,1.0
4.0,1130.6824951171875,1530.62353515625,0.0,0.0,0.0
4.0,1146.6708984375,1132.421142578125,0.0,0.0,0.0
4.0,1165.12109375,1473.8408203125,0.0,0.0,0.0
5.0,7.209912300109863,654.8600463867188,0.0,0.0,3.0
5.0,4.855513095855713,721.1140747070312,0.0,0.0,3.0
5.0,21.8184814453125,694.815185546875,0.0,0.0,0.0
5.0,30.412546157836914,250.92037963867188,0.0,0.0,0.0
5.0,60.7131462097168,298.2510070800781,0.0,0.0,0.0
5.0,59.65265655517578,702.4889526367188,0.0,0.0,0.0
5.0,68.69517517089844,229.4587860107422,0.0,0.0,0.0
5.0,156.8031768798828,784.7151489257812,0.0,0.0,0.0
5.0,193.0111083984375,1347.3397216796875,0.0,0.0,0.0
5.0,224.47901916503906,1312.676513671875,0.0,0.0,0.0
5.0,234.6595458984375,1271.2930908203125,0.0,0.0,0.0
5.0,259.7393798828125,1316.3345947265625,0.0,0.0,0.0
5.0,273.6401062011719,952.8369750976562,0.0,0.0,0.0
5.0,276.53167724609375,197.87481689453125,0.0,0.0,0.0
5.0,284.25360107421875,1011.542236328125,0.0,0.0,0.0
5.0,380.582763671875,1578.2298583984375,0.0,0.0,0.0
5.0,404.24005126953125,489.94342041015625,0.0,0.0,0.0
5.0,433.6333923339844,465.6496887207031,0.0,0.0,0.0
5.0,457.407470703125,911.8543090820312,0.0,0.0,0.0
5.0,477.1564025878906,82.27092742919922,0.0,0.0,0.0
5.0,482.8829345703125,1118.081787109375,0.0,0.0,0.0
5.0,483.2696838378906,899.0078735351562,0.0,0.0,0.0
5.0,554.5029907226562,1063.58349609375,0.0,0.0,0.0
5.0,582.409423828125,935.1361083984375,0.0,0.0,0.0
5.0,585.0971069335938,1293.0970458984375,0.0,0.0,0.0
5.0,590.9568481445312,1343.6058349609375,0.0,0.0,0.0
5.0,603.6270751953125,482.5098876953125,0.0,0.0,0.0
5.0,620.5823974609375,892.9247436523438,0.0,0.0,0.0
5.0,622.6585083007812,957.6879272460938,0.0,0.0,0.0
5.0,639.2545166015625,378.0120544433594,0.0,0.0,0.0
5.0,678.2449951171875,418.0133972167969,0.0,0.0,0.0
5.0,683.8300170898438,294.7543029785156,0.0,0.0,0.0
5.0,698.818603515625,547.29150390625,0.0,0.0,0.0
5.0,714.2254638671875,343.861328125,0.0,0.0,0.0
5.0,718.07421875,429.3655700683594,0.0,0.0,0.0
5.0,733.7098388671875,534.0341186523438,0.0,0.0,0.0
5.0,733.8663940429688,589.2337646484375,0.0,0.0,0.0
5.0,738.8612670898438,454.583740234375,0.0,0.0,0.0
5.0,743.903076171875,649.8514404296875,0.0,0.0,0.0
5.0,790.8070678710938,554.4563598632812,0.0,0.0,0.0
5.0,805.1126708984375,501.0751037597656,0.0,0.0,0.0
5.0,826.5999755859375,541.3648681640625,0.0,0.0,0.0
5.0,834.18701171875,621.1259765625,0.0,0.0,3.0
5.0,851.4815063476562,1392.433837890625,0.0,0.0,0.0
5.0,850.6708984375,1070.8275146484375,0.0,0.0,0.0
5.0,858.93017578125,1036.2205810546875,0.0,0.0,0.0
5.0,877.5994873046875,576.35400390625,0.0,0.0,0.0
5.0,893.526611328125,504.89007568359375,0.0,0.0,0.0
5.0,901.8723754882812,1267.28271484375,0.0,0.0,0.0
5.0,905.2168579101562,551.0294799804688,0.0,0.0,0.0
5.0,921.802001953125,1323.4373779296875,0.0,0.0,0.0
5.0,917.162841796875,1071.681396484375,0.0,0.0,0.0
5.0,927.9592895507812,1190.6336669921875,0.0,0.0,0.0
5.0,948.4119262695312,1028.64501953125,0.0,0.0,0.0
5.0,969.0374755859375,1259.5228271484375,0.0,0.0,0.0
5.0,973.9699096679688,1164.9124755859375,0.0,0.0,0.0
5.0,999.8169555664062,1121.637939453125,0.0,0.0,0.0
5.0,1005.8566284179688,1223.926513671875,0.0,0.0,0.0
5.0,1039.769287109375,1086.8211669921875,0.0,0.0,0.0
5.0,1047.5037841796875,1143.6790771484375,0.0,0.0,0.0
5.0,1047.608642578125,1212.3214111328125,0.0,0.0,0.0
5.0,1055.0218505859375,1050.1849365234375,0.0,0.0,0.0
5.0,1078.74658203125,496.6511535644531,0.0,0.0,0.0
5.0,1100.0357666015625,1114.9185791015625,0.0,0.0,0.0
5.0,1123.9869384765625,1531.115234375,0.0,0.0,0.0
5.0,1137.6597900390625,970.3239135742188,0.0,0.0,1.0
5.0,1150.2919921875,1137.4775390625,0.0,0.0,0.0
5.0,1167.0906982421875,1476.063232421875,0.0,0.0,0.0
6.0,6.512455463409424,653.4057006835938,0.0,0.0,3.0
6.0,4.25550651550293,717.8590087890625,0.0,0.0,3.0
6.0,21.655405044555664,695.4442749023438,0.0,0.0,0.0
6.0,28.772512435913086,252.84242248535156,0.0,0.0,0.0
6.0,65.04155731201172,296.59918212890625,0.0,0.0,0.0
6.0,60.68988800048828,703.3011474609375,0.0,0.0,0.0
6.0,66.38971710205078,233.3880615234375,0.0,0.0,0.0
6.0,157.8299102783203,782.3353271484375,0.0,0.0,0.0
6.0,194.78921508789062,1346.96728515625,0.0,0.0,0.0
6.0,219.0294189453125,1274.8956298828125,0.0,0.0,0.0
6.0,227.2542724609375,1311.125244140625,0.0,0.0,0.0
6.0,262.6050720214844,1310.8968505859375,0.0,0.0,0.0
6.0,272.93157958984375,1013.1182250976562,0.0,0.0,0.0
6.0,274.5325012207031,197.65283203125,0.0,0.0,0.0
6.0,275.4986267089844,954.06298828125,0.0,0.0,0.0
6.0,378.97015380859375,1575.7784423828125,0.0,0.0,0.0
6.0,409.61419677734375,493.2098693847656,0.0,0.0,0.0
6.0,431.948974609375,463.99591064453125,0.0,0.0,0.0
6.0,457.7164611816406,910.109619140625,0.0,0.0,0.0
6.0,478.76092529296875,97.7726821899414,0.0,0.0,0.0
6.0,488.2284240722656,1111.9532470703125,0.0,0.0,0.0
6.0,483.4410400390625,896.49560546875,0.0,0.0,0.0
6.0,561.2466430664062,1063.1746826171875,0.0,0.0,0.0
6.0,581.7794799804688,933.658203125,0.0,0.0,0.0
6.0,584.223388671875,1292.8685302734375,0.0,0.0,0.0
6.0,589.6672973632812,1342.6063232421875,0.0,0.0,0.0
