t,x,y,z,label
1,1136.47314453125,465.40289306640625,0.0,0
1,902.4205932617188,479.90557861328125,0.0,0
1,1064.422119140625,535.9568481445312,0.0,0
1,1309.20849609375,570.1743774414062,0.0,0
1,936.5814208984375,586.6826782226562,0.0,0
1,1334.62646484375,600.0869750976562,0.0,0
1,484.0727233886719,602.02880859375,0.0,0
1,896.509521484375,615.535400390625,0.0,0
1,967.4602661132812,621.6041870117188,0.0,0
1,345.2193603515625,635.1438598632812,0.0,0
1,405.4857482910156,664.9529418945312,0.0,0
1,457.71343994140625,697.362548828125,0.0,0
1,309.3782653808594,696.876220703125,0.0,0
1,551.384765625,700.5983276367188,0.0,0
1,362.2101135253906,715.7899169921875,0.0,0
1,586.82177734375,726.7188110351562,0.0,0
1,651.2474365234375,741.2271118164062,0.0,0
1,545.0330810546875,739.7448120117188,0.0,0
1,457.0909118652344,743.9723510742188,0.0,0
1,552.22802734375,794.7195434570312,0.0,0
1,490.54278564453125,814.0187377929688,0.0,3
1,532.3328247070312,828.8165893554688,0.0,0
1,1383.0294189453125,852.7645263671875,0.0,0
1,603.6290283203125,848.27099609375,0.0,3
1,1065.556884765625,862.887939453125,0.0,0
1,1034.6280517578125,866.55615234375,0.0,0
1,504.52783203125,879.8595581054688,0.0,3
1,1257.1063232421875,890.8905639648438,0.0,0
1,580.5280151367188,888.28662109375,0.0,0
1,543.7630615234375,909.385986328125,0.0,0
1,1183.983154296875,926.529052734375,0.0,0
1,1300.9267578125,926.7991333007812,0.0,0
1,1073.34326171875,923.2113647460938,0.0,0
1,1034.5950927734375,952.2550659179688,0.0,0
1,1260.0377197265625,969.93359375,0.0,0
1,1177.3048095703125,975.046875,0.0,0
1,1234.0169677734375,996.663818359375,0.0,0
1,1108.13037109375,1007.3612060546875,0.0,0
1,1148.107666015625,1030.7218017578125,0.0,0
1,1212.036865234375,1041.97314453125,0.0,0
1,1053.76416015625,1049.9044189453125,0.0,0
1,1102.8685302734375,1052.1624755859375,0.0,0
1,498.9496765136719,1078.388671875,0.0,0
1,1551.83740234375,1085.5384521484375,0.0,0
1,1123.8516845703125,1092.7523193359375,0.0,0
1,967.0219116210938,1135.1112060546875,0.0,1
1,1123.6796875,1133.162353515625,0.0,0
1,1474.9580078125,1163.1900634765625,0.0,0
2,514.0908813476562,1.5324674844741821,0.0,3
2,657.0116577148438,4.298449516296387,0.0,2
2,719.8983764648438,7.774725437164307,0.0,3
2,690.5075073242188,21.100502014160156,0.0,0
2,240.74000549316406,34.403751373291016,0.0,0
2,297.1898193359375,49.36588668823242,0.0,0
2,692.5205688476562,58.44226837158203,0.0,0
2,220.6905059814453,66.70288848876953,0.0,0
2,784.65478515625,156.384521484375,0.0,0
2,1338.5892333984375,185.8457794189453,0.0,0
2,1306.35205078125,219.07156372070312,0.0,0
2,1325.987060546875,243.06236267089844,0.0,0
2,1274.907958984375,254.2825469970703,0.0,0
2,944.7980346679688,261.5018615722656,0.0,0
2,204.48153686523438,274.5892333984375,0.0,0
2,1001.6509399414062,299.663818359375,0.0,0
2,1576.288330078125,386.3313293457031,0.0,0
2,480.1141662597656,392.7503662109375,0.0,0
2,471.28973388671875,432.599609375,0.0,0
2,39.610042572021484,452.36431884765625,0.0,0
2,913.3577270507812,453.64031982421875,0.0,0
2,1132.887939453125,468.7989807128906,0.0,0
2,900.5906372070312,480.44989013671875,0.0,0
2,1064.6334228515625,538.0750122070312,0.0,0
2,1304.93017578125,575.0261840820312,0.0,0
2,936.579833984375,585.0756225585938,0.0,0
2,1339.259033203125,596.8445434570312,0.0,0
2,481.5015563964844,599.4705200195312,0.0,0
2,894.845947265625,617.368896484375,0.0,0
2,964.7050170898438,622.0816650390625,0.0,0
2,354.6005554199219,636.9664916992188,0.0,0
2,407.4950866699219,666.720458984375,0.0,0
2,307.281982421875,695.3356323242188,0.0,0
2,449.68829345703125,702.4542846679688,0.0,0
2,547.4187622070312,699.5642700195312,0.0,0
2,358.3719177246094,715.2977294921875,0.0,0
2,584.692626953125,728.4708251953125,0.0,0
2,539.4713134765625,738.5487060546875,0.0,0
2,650.2470092773438,741.739990234375,0.0,0
2,455.68878173828125,741.6500854492188,0.0,0
2,551.00146484375,794.7489013671875,0.0,0
2,490.33416748046875,810.3594970703125,0.0,3
2,534.3338623046875,831.1389770507812,0.0,0
2,1384.8345947265625,851.4430541992188,0.0,0
2,607.8967895507812,845.8742065429688,0.0,0
2,1067.7757568359375,858.9719848632812,0.0,0
2,1034.1072998046875,862.2432861328125,0.0,0
2,505.43505859375,886.0562744140625,0.0,0
2,580.2196044921875,885.4042358398438,0.0,0
2,1260.8409423828125,895.6259155273438,0.0,0
2,548.57666015625,908.5523681640625,0.0,0
2,1185.6712646484375,927.8578491210938,0.0,0
2,1071.8138427734375,921.3721923828125,0.0,0
2,1306.707763671875,927.9767456054688,0.0,0
2,1034.074951171875,950.490478515625,0.0,0
2,1259.4290771484375,971.0674438476562,0.0,0
2,1170.421630859375,974.6780395507812,0.0,0
2,1228.8023681640625,999.62646484375,0.0,0
2,1109.5029296875,1006.0415649414062,0.0,0
2,1144.9765625,1036.14208984375,0.0,0
2,1212.1732177734375,1042.290283203125,0.0,0
2,1054.492919921875,1050.2677001953125,0.0,0
2,1103.923095703125,1052.12109375,0.0,0
2,498.05645751953125,1076.2484130859375,0.0,0
2,1120.387939453125,1093.832763671875,0.0,0
2,1548.4659423828125,1106.81103515625,0.0,0
2,967.9479370117188,1133.3980712890625,0.0,1
2,1124.937744140625,1138.52197265625,0.0,0
2,1474.7252197265625,1160.9306640625,0.0,0
3,656.7302856445312,4.713815689086914,0.0,2
3,719.88525390625,6.272130966186523,0.0,3
3,692.9038696289062,21.41315269470215,0.0,0
3,244.3165283203125,32.576786041259766,0.0,0
3,299.7936096191406,51.55792236328125,0.0,0
3,696.2313842773438,58.7252082824707,0.0,0
3,220.54286193847656,67.85986328125,0.0,0
3,784.084228515625,156.95359802246094,0.0,0
3,1341.904296875,187.06436157226562,0.0,0
3,1307.9302978515625,219.18899536132812,0.0,0
3,1272.5494384765625,249.01979064941406,0.0,0
3,1324.146728515625,248.07127380371094,0.0,0
3,947.731201171875,266.1338195800781,0.0,0
3,202.98934936523438,274.19024658203125,0.0,0
3,1004.7216796875,297.7967529296875,0.0,0
3,1576.9088134765625,382.3465270996094,0.0,0
3,484.20001220703125,394.1755676269531,0.0,0
3,468.7520446777344,429.3586120605469,0.0,0
3,911.7523193359375,454.9906311035156,0.0,0
3,54.70412826538086,463.20184326171875,0.0,0
3,1128.25927734375,471.1355895996094,0.0,0
3,900.4225463867188,481.59954833984375,0.0,0
3,1064.40380859375,543.5194091796875,0.0,0
3,935.8544311523438,584.2869262695312,0.0,0
3,1302.5169677734375,580.8006591796875,0.0,0
3,1341.857177734375,596.1392211914062,0.0,0
3,481.35125732421875,600.086669921875,0.0,0
3,893.508056640625,618.075927734375,0.0,0
3,961.10205078125,622.9285888671875,0.0,0
3,363.110107421875,637.9880981445312,0.0,0
3,411.3289489746094,669.39208984375,0.0,0
3,302.70123291015625,692.3260498046875,0.0,0
3,547.0987548828125,698.2152099609375,0.0,0
3,440.4681701660156,707.6245727539062,0.0,0
3,354.3368225097656,716.397216796875,0.0,0
3,583.3460693359375,730.7183227539062,0.0,0
3,535.49462890625,735.6522827148438,0.0,0
3,649.9732055664062,741.6195068359375,0.0,0
3,454.2432861328125,739.5912475585938,0.0,0
3,549.2135620117188,794.421630859375,0.0,0
3,488.9417419433594,806.1650390625,0.0,3
3,534.3695678710938,831.6972045898438,0.0,0
3,1387.3074951171875,851.727294921875,0.0,0
3,609.7642211914062,844.780517578125,0.0,0
3,1069.447265625,855.4689331054688,0.0,0
3,1033.7059326171875,859.2831420898438,0.0,0
3,578.6690063476562,881.8108520507812,0.0,0
3,504.62255859375,891.1361694335938,0.0,0
3,1264.18896484375,899.2774658203125,0.0,0
3,549.38623046875,906.5503540039062,0.0,0
3,1188.007080078125,928.0889282226562,0.0,0
3,1312.124267578125,925.6629028320312,0.0,0
3,1070.9276123046875,920.1957397460938,0.0,0
3,1032.7742919921875,950.1324462890625,0.0,0
3,1261.337890625,970.0531616210938,0.0,0
3,1164.9986572265625,975.4200439453125,0.0,0
3,1112.5169677734375,1002.7820434570312,0.0,0
3,1226.47412109375,1001.0103149414062,0.0,0
3,1143.0626220703125,1040.58203125,0.0,0
3,1212.521240234375,1043.4346923828125,0.0,0
3,1053.4945068359375,1051.9744873046875,0.0,0
3,1097.538818359375,1047.288818359375,0.0,0
3,496.4658203125,1075.0657958984375,0.0,0
3,1118.7899169921875,1095.325439453125,0.0,0
3,1541.8807373046875,1121.854248046875,0.0,0
3,964.972412109375,1133.917236328125,0.0,1
3,1127.6392822265625,1142.7042236328125,0.0,0
3,1473.587890625,1161.835205078125,0.0,0
4,653.4644165039062,6.299145221710205,0.0,3
4,720.27880859375,5.43122673034668,0.0,3
4,694.2550659179688,22.16554069519043,0.0,0
4,246.49122619628906,30.480701446533203,0.0,0
4,299.2140808105469,54.234806060791016,0.0,0
4,699.4365234375,59.93763732910156,0.0,0
4,224.32745361328125,67.83259582519531,0.0,0
4,784.5939331054688,157.08485412597656,0.0,0
4,1343.822265625,191.0174560546875,0.0,0
4,1310.2877197265625,220.66546630859375,0.0,0
4,1273.0968017578125,243.92698669433594,0.0,0
4,1321.195556640625,253.2215576171875,0.0,0
4,950.5467529296875,269.0041809082031,0.0,0
4,201.12965393066406,275.0953674316406,0.0,0
4,1007.4151000976562,292.2808532714844,0.0,0
4,1577.5380859375,381.57977294921875,0.0,0
4,488.2440185546875,399.4071960449219,0.0,0
4,466.1648254394531,431.30511474609375,0.0,0
4,911.8571166992188,455.9578857421875,0.0,0
4,66.73197937011719,473.1689147949219,0.0,0
4,1123.4000244140625,476.39202880859375,0.0,0
4,898.939453125,482.6805725097656,0.0,0
4,1063.204345703125,549.1537475585938,0.0,0
4,934.750244140625,583.4450073242188,0.0,0
4,1296.3873291015625,584.9348754882812,0.0,0
4,1343.46142578125,594.53662109375,0.0,0
4,481.5567626953125,604.1242065429688,0.0,0
4,892.3294067382812,620.4073486328125,0.0,0
4,958.33935546875,623.8814086914062,0.0,0
4,373.42816162109375,640.1451416015625,0.0,0
4,413.8208312988281,673.6929931640625,0.0,0
4,299.82330322265625,689.2811279296875,0.0,0
4,547.1211547851562,698.4475708007812,0.0,0
4,433.5038757324219,712.7962646484375,0.0,0
4,349.7972412109375,716.6357421875,0.0,0
4,585.3380126953125,732.0280151367188,0.0,0
4,532.9426879882812,735.39453125,0.0,0
4,453.1907653808594,739.59912109375,0.0,0
4,649.8660278320312,743.0906982421875,0.0,0
4,550.6405029296875,794.4091186523438,0.0,0
4,495.04217529296875,806.0173950195312,0.0,3
4,538.040771484375,830.5226440429688,0.0,0
4,615.4363403320312,838.19091796875,0.0,0
4,1388.6531982421875,851.7830810546875,0.0,0
4,1071.6240234375,852.408447265625,0.0,0
4,1035.52880859375,856.6511840820312,0.0,0
4,577.3995361328125,879.1470336914062,0.0,0
4,504.4671936035156,893.6080932617188,0.0,0
4,1265.34619140625,901.1690673828125,0.0,0
4,549.9515991210938,905.7540283203125,0.0,0
4,1317.6630859375,924.005859375,0.0,0
4,1188.6494140625,927.5437622070312,0.0,0
4,1070.4581298828125,919.5985717773438,0.0,0
4,1029.746337890625,949.65234375,0.0,0
4,1259.47021484375,969.4072875976562,0.0,0
4,1161.621826171875,973.9619140625,0.0,0
4,1115.3648681640625,1000.9349365234375,0.0,0
4,1217.55712890625,1005.2952270507812,0.0,0
4,1143.0648193359375,1044.54443359375,0.0,0
4,1212.6826171875,1044.5419921875,0.0,0
4,1091.4468994140625,1044.3226318359375,0.0,0
4,1052.450927734375,1053.963623046875,0.0,0
4,496.8370056152344,1078.0931396484375,0.0,0
4,1117.01953125,1098.6898193359375,0.0,0
4,964.3169555664062,1133.853759765625,0.0,1
4,1530.62353515625,1130.6824951171875,0.0,0
4,1132.421142578125,1146.6708984375,0.0,0
4,1473.8408203125,1165.12109375,0.0,0
5,654.8600463867188,7.209912300109863,0.0,3
5,721.1140747070312,4.855513095855713,0.0,3
5,694.815185546875,21.8184814453125,0.0,0
5,250.92037963867188,30.412546157836914,0.0,0
5,298.2510070800781,60.7131462097168,0.0,0
5,702.4889526367188,59.65265655517578,0.0,0
5,229.4587860107422,68.69517517089844,0.0,0
5,784.7151489257812,156.8031768798828,0.0,0
5,1347.3397216796875,193.0111083984375,0.0,0
5,1312.676513671875,224.47901916503906,0.0,0
5,1271.2930908203125,234.6595458984375,0.0,0
5,1316.3345947265625,259.7393798828125,0.0,0
5,952.8369750976562,273.6401062011719,0.0,0
5,197.87481689453125,276.53167724609375,0.0,0
5,1011.542236328125,284.25360107421875,0.0,0
5,1578.2298583984375,380.582763671875,0.0,0
5,489.94342041015625,404.24005126953125,0.0,0
5,465.6496887207031,433.6333923339844,0.0,0
5,911.8543090820312,457.407470703125,0.0,0
5,82.27092742919922,477.1564025878906,0.0,0
5,1118.081787109375,482.8829345703125,0.0,0
5,899.0078735351562,483.2696838378906,0.0,0
5,1063.58349609375,554.5029907226562,0.0,0
5,935.1361083984375,582.409423828125,0.0,0
5,1293.0970458984375,585.0971069335938,0.0,0
5,1343.6058349609375,590.9568481445312,0.0,0
5,482.5098876953125,603.6270751953125,0.0,0
5,892.9247436523438,620.5823974609375,0.0,0
5,957.6879272460938,622.6585083007812,0.0,0
5,378.0120544433594,639.2545166015625,0.0,0
5,418.0133972167969,678.2449951171875,0.0,0
5,294.7543029785156,683.8300170898438,0.0,0
5,547.29150390625,698.818603515625,0.0,0
5,343.861328125,714.2254638671875,0.0,0
5,429.3655700683594,718.07421875,0.0,0
5,534.0341186523438,733.7098388671875,0.0,0
5,589.2337646484375,733.8663940429688,0.0,0
5,454.583740234375,738.8612670898438,0.0,0
5,649.8514404296875,743.903076171875,0.0,0
5,554.4563598632812,790.8070678710938,0.0,0
5,501.0751037597656,805.1126708984375,0.0,0
5,541.3648681640625,826.5999755859375,0.0,0
5,621.1259765625,834.18701171875,0.0,3
5,1392.433837890625,851.4815063476562,0.0,0
5,1070.8275146484375,850.6708984375,0.0,0
5,1036.2205810546875,858.93017578125,0.0,0
5,576.35400390625,877.5994873046875,0.0,0
5,504.89007568359375,893.526611328125,0.0,0
5,1267.28271484375,901.8723754882812,0.0,0
5,551.0294799804688,905.2168579101562,0.0,0
5,1323.4373779296875,921.802001953125,0.0,0
5,1071.681396484375,917.162841796875,0.0,0
5,1190.6336669921875,927.9592895507812,0.0,0
5,1028.64501953125,948.4119262695312,0.0,0
5,1259.5228271484375,969.0374755859375,0.0,0
5,1164.9124755859375,973.9699096679688,0.0,0
5,1121.637939453125,999.8169555664062,0.0,0
5,1223.926513671875,1005.8566284179688,0.0,0
5,1086.8211669921875,1039.769287109375,0.0,0
5,1143.6790771484375,1047.5037841796875,0.0,0
5,1212.3214111328125,1047.608642578125,0.0,0
5,1050.1849365234375,1055.0218505859375,0.0,0
5,496.6511535644531,1078.74658203125,0.0,0
5,1114.9185791015625,1100.0357666015625,0.0,0
5,1531.115234375,1123.9869384765625,0.0,0
5,970.3239135742188,1137.6597900390625,0.0,1
5,1137.4775390625,1150.2919921875,0.0,0
5,1476.063232421875,1167.0906982421875,0.0,0
6,653.4057006835938,6.512455463409424,0.0,3
6,717.8590087890625,4.25550651550293,0.0,3
6,695.4442749023438,21.655405044555664,0.0,0
6,252.84242248535156,28.772512435913086,0.0,0
6,296.59918212890625,65.04155731201172,0.0,0
6,703.3011474609375,60.68988800048828,0.0,0
6,233.3880615234375,66.38971710205078,0.0,0
6,782.3353271484375,157.8299102783203,0.0,0
6,1346.96728515625,194.78921508789062,0.0,0
6,1274.8956298828125,219.0294189453125,0.0,0
6,1311.125244140625,227.2542724609375,0.0,0
6,1310.8968505859375,262.6050720214844,0.0,0
6,1013.1182250976562,272.93157958984375,0.0,0
6,197.65283203125,274.5325012207031,0.0,0
6,954.06298828125,275.4986267089844,0.0,0
6,1575.7784423828125,378.97015380859375,0.0,0
6,493.2098693847656,409.61419677734375,0.0,0
6,463.99591064453125,431.948974609375,0.0,0
6,910.109619140625,457.7164611816406,0.0,0
6,97.7726821899414,478.76092529296875,0.0,0
6,1111.9532470703125,488.2284240722656,0.0,0
6,896.49560546875,483.4410400390625,0.0,0
6,1063.1746826171875,561.2466430664062,0.0,0
6,933.658203125,581.7794799804688,0.0,0
6,1292.8685302734375,584.223388671875,0.0,0
6,1342.6063232421875,589.6672973632812,0.0,0
6,481.5062561035156,603.2921752929688,0.0,0
6,890.1718139648438,620.7915649414062,0.0,0
6,955.76318359375,621.7551879882812,0.0,0
6,386.4020690917969,640.9970703125,0.0,0
6,289.35418701171875,680.0199584960938,0.0,0
6,420.160400390625,681.9314575195312,0.0,0
6,544.7297973632812,697.6962890625,0.0,0
6,337.3466796875,713.2128295898438,0.0,0
6,426.6105041503906,720.8214111328125,0.0,0
6,530.0665893554688,730.2662963867188,0.0,0
6,589.9115600585938,735.609619140625,0.0,0
6,453.39215087890625,738.903564453125,0.0,0
6,649.7730712890625,745.9512939453125,0.0,0
6,555.738037109375,788.4703979492188,0.0,0
6,507.0125732421875,806.3941040039062,0.0,0
6,542.9388427734375,824.8648681640625,0.0,0
6,622.9478759765625,828.5337524414062,0.0,0
6,1394.9876708984375,851.6295166015625,0.0,0
6,1070.1192626953125,851.4326782226562,0.0,0
6,1037.18896484375,861.4331665039062,0.0,0
6,574.8598022460938,878.880859375,0.0,0
6,502.6374206542969,894.735107421875,0.0,0
6,1271.374755859375,904.1993408203125,0.0,0
6,547.7120361328125,907.4358520507812,0.0,0
6,1068.86083984375,915.6026000976562,0.0,0
6,1190.459716796875,926.5263061523438,0.0,0
6,1328.6162109375,925.6043701171875,0.0,0
6,1024.18408203125,946.5263671875,0.0,0
6,1165.3372802734375,971.7720947265625,0.0,0
6,1260.09521484375,970.0755615234375,0.0,0
6,1125.585205078125,998.2073974609375,0.0,0
6,1229.2279052734375,1006.46142578125,0.0,0
6,1085.7181396484375,1036.104248046875,0.0,0
6,1146.975341796875,1048.701904296875,0.0,0
6,1211.658935546875,1051.2518310546875,0.0,0
6,1048.769287109375,1055.8082275390625,0.0,0
6,495.7745666503906,1078.657470703125,0.0,0
6,1113.515380859375,1101.5728759765625,0.0,0
6,1526.4111328125,1120.8857421875,0.0,0
6,968.6011352539062,1138.438232421875,0.0,1
6,1138.106689453125,1153.7559814453125,0.0,0
6,1474.9415283203125,1163.9219970703125,0.0,0
7,653.9242553710938,6.26893949508667,0.0,3
7,716.2920532226562,3.9356436729431152,0.0,3
7,695.9298095703125,22.10445213317871,0.0,0
7,258.4735107421875,30.632509231567383,0.0,0
7,705.6666870117188,62.05476379394531,0.0,0
7,296.3063049316406,67.63186645507812,0.0,0
7,234.4562225341797,65.22222137451172,0.0,0
7,783.7769775390625,159.7686767578125,0.0,0
7,1347.6204833984375,197.4939727783203,0.0,0
7,1279.1185302734375,207.17918395996094,0.0,0
7,1310.3111572265625,233.26419067382812,0.0,0
7,1014.0955810546875,260.3996887207031,0.0,0
7,1305.974853515625,267.3275146484375,0.0,0
7,199.61410522460938,275.58367919921875,0.0,0
7,954.1265258789062,278.3084411621094,0.0,0
7,1575.28369140625,377.6505126953125,0.0,0
7,496.37884521484375,415.6349792480469,0.0,0
7,464.0328674316406,431.9753723144531,0.0,0
7,910.2313842773438,458.29998779296875,0.0,0
7,112.21338653564453,478.6474914550781,0.0,0
7,896.1586303710938,483.8795166015625,0.0,0
7,1107.0906982421875,493.1607360839844,0.0,0
7,1062.2489013671875,566.3676147460938,0.0,0
7,932.5010986328125,581.2406005859375,0.0,0
7,1342.800048828125,591.095947265625,0.0,0
7,1294.910400390625,588.9104614257812,0.0,0
7,479.0716552734375,603.0955200195312,0.0,0
7,953.8905029296875,619.1904907226562,0.0,0
7,894.0259399414062,623.442626953125,0.0,0
7,394.2944641113281,643.6016845703125,0.0,0
7,287.5849914550781,675.2289428710938,0.0,0
7,420.47607421875,687.3648071289062,0.0,0
7,545.9991455078125,698.606201171875,0.0,0
7,331.52581787109375,713.001220703125,0.0,0
7,424.94268798828125,726.3280029296875,0.0,0
7,527.766845703125,729.2169799804688,0.0,0
7,595.4050903320312,737.5244750976562,0.0,0
7,650.4979248046875,746.792724609375,0.0,0
7,454.2535095214844,744.1276245117188,0.0,0
7,556.6846313476562,789.0596313476562,0.0,0
7,510.91790771484375,806.666015625,0.0,0
7,627.8482055664062,821.3660888671875,0.0,0
7,544.9573364257812,825.3779296875,0.0,0
7,1397.626220703125,852.135986328125,0.0,0
7,1063.2552490234375,851.6773681640625,0.0,0
7,1034.3795166015625,864.4630126953125,0.0,0
7,573.4140625,876.8333129882812,0.0,0
7,504.0717468261719,893.3419799804688,0.0,0
7,549.386474609375,905.9591674804688,0.0,0
7,1275.5443115234375,907.28955078125,0.0,0
7,1069.21240234375,914.1387329101562,0.0,0
7,1195.6715087890625,923.0911254882812,0.0,0
7,1337.4644775390625,933.0411987304688,0.0,0
7,1021.2520141601562,945.1509399414062,0.0,0
7,1168.73486328125,967.5,0.0,0
7,1264.095458984375,970.1083984375,0.0,0
7,1129.1380615234375,997.9909057617188,0.0,0
7,1240.1917724609375,1005.1052856445312,0.0,0
7,1085.6737060546875,1032.8759765625,0.0,0
7,1048.44189453125,1052.7430419921875,0.0,0
7,1149.5,1049.861328125,0.0,0
7,1209.2432861328125,1055.717529296875,0.0,0
7,496.1485900878906,1080.1070556640625,0.0,0
7,1113.67626953125,1101.4111328125,0.0,0
7,1522.99755859375,1114.093994140625,0.0,0
7,966.491943359375,1138.083740234375,0.0,1
7,1138.6339111328125,1156.1129150390625,0.0,0
7,1475.361328125,1163.4190673828125,0.0,0
8,651.71923828125,5.865384578704834,0.0,3
8,713.6162719726562,3.436046600341797,0.0,3
8,696.1185302734375,22.858097076416016,0.0,0
8,261.4988098144531,34.20361328125,0.0,0
8,707.6549072265625,63.22418212890625,0.0,0
8,234.62416076660156,66.64429473876953,0.0,0
8,296.71270751953125,73.16278839111328,0.0,0
8,781.9566040039062,159.29312133789062,0.0,0
8,1345.735107421875,201.4410400390625,0.0,0
8,1286.013671875,201.343994140625,0.0,0
8,1307.039306640625,237.81198120117188,0.0,0
8,1015.4274291992188,250.38499450683594,0.0,0
8,199.9381866455078,274.5563049316406,0.0,0
8,1296.294189453125,271.0403747558594,0.0,0
8,954.4007568359375,281.2119445800781,0.0,0
8,1575.728759765625,377.33563232421875,0.0,0
8,497.2903747558594,422.1102600097656,0.0,0
8,460.6025695800781,430.1300354003906,0.0,0
8,908.5796508789062,459.5796813964844,0.0,0
8,122.76033020019531,481.3502197265625,0.0,0
8,893.5693359375,484.6687316894531,0.0,0
8,1103.9637451171875,496.7421569824219,0.0,0
8,1062.5712890625,567.1831665039062,0.0,0
8,932.188720703125,580.235107421875,0.0,0
8,1344.072021484375,594.5247192382812,0.0,0
8,1295.327392578125,596.84814453125,0.0,0
8,476.44793701171875,602.2066040039062,0.0,0
8,952.0775146484375,618.5023193359375,0.0,0
8,892.4312133789062,623.140380859375,0.0,0
8,396.5699462890625,643.53125,0.0,0
8,284.8938293457031,668.853515625,0.0,0
8,418.109375,693.6705932617188,0.0,0
8,547.9864501953125,698.40576171875,0.0,0
8,321.2561950683594,709.3435668945312,0.0,0
8,528.5558471679688,727.9745483398438,0.0,0
8,424.32147216796875,729.735107421875,0.0,0
8,598.798828125,736.3983764648438,0.0,0
